id,title,description,address,startat,endat,traffic,contact,email,istramway,idparking,image,imagetext,link,type,location,geo_point_2d
606417959,"Aménagement d'un itinéraire cyclable, avenue Patton",Circulation interdite,Avenue Patton (de la rue Georges-Morel au boulevard Victor-Beaussier),2025-07-15T08:00:00+00:00,2025-08-29T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.600922108, 47.473170511], 'type': 'Point'}, 'properties': {}}","{'lon': -0.600922108, 'lat': 47.473170511}"
98204,"Extension du réseau de chaleur urbain, route d'Epinard, rue de la Fauconnerie","Interdiction de stationnement, Neutralisation de voie, Circulation interdite","Route d'Épinard (du boulevard Lucie-et-Raymond-Aubrac au boulevard Jean-Moulin), rue de la Fauconnerie (de la rue Aoua-Keita à la route d'Épinard)",2025-05-12T08:00:00+00:00,2025-08-30T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.562974215, 47.492870501], 'type': 'Point'}, 'properties': {}}","{'lon': -0.562974215, 'lat': 47.492870501}"
99066,"Enfouissement des réseaux aériens, rue de la Maître-École","Circulation interdite, Interdiction de stationnement",Rue de la Maître-École,2025-06-04T08:00:00+00:00,2025-11-28T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.524861645, 47.46484605], 'type': 'Point'}, 'properties': {}}","{'lon': -0.524861645, 'lat': 47.46484605}"
98611,"Renouvellement du réseau de gaz, rue de l'Esvière, rue Saint-Eutrope, rue Kellermann, place monseigneur-Rumeau, rue Pitre-Merlaud, montée de-l'Esvière","Circulation interdite, Circulation alternée, Neutralisation de voie, Interdiction de stationnement, Mesure libre circulation, Chaussée rétrécie","Rue de l'Esvière, rue Saint-Eutrope, rue Kellermann, place monseigneur-Rumeau, rue Pitre-Merlaud, montée de-l'Esvière",2025-07-07T08:00:00+00:00,2025-09-19T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.561882826, 47.468333461], 'type': 'Point'}, 'properties': {}}","{'lon': -0.561882826, 'lat': 47.468333461}"
100130,"Pose et raccordement d'une armoire électrique, rue du Nid-de-Pie","Interdiction de stationnement, Neutralisation de voie, Circulation alternée, Circulation interdite, Chaussée rétrécie",Rue du Nid-de-Pie (du 34 au 41),2025-07-28T08:00:00+00:00,2025-08-15T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.609560118, 47.469687939], 'type': 'Point'}, 'properties': {}}","{'lon': -0.609560118, 'lat': 47.469687939}"
99834,"Branchement gaz, rue de la Meignanne","Interdiction de stationnement, Neutralisation de voie, Chaussée rétrécie",Rue de la Meignanne (du 4 au boulevard Clémenceau),2025-07-28T08:00:00+00:00,2025-08-14T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.566785008, 47.47652758], 'type': 'Point'}, 'properties': {}}","{'lon': -0.566785008, 'lat': 47.47652758}"
100226,"Travaux d'aménagement, boulevard du maréchal-Gallieni, boulevard et square du maréchal-Lyautey","Interdiction de stationnement, Circulation alternée, Chaussée rétrécie","Boulevard du maréchal-Gallieni, boulevard et square du maréchal-Lyautey",2025-07-18T08:00:00+00:00,2025-09-30T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.530701876, 47.486780752], 'type': 'Point'}, 'properties': {}}","{'lon': -0.530701876, 'lat': 47.486780752}"
100369,"Repérage amiante sur les enrobés, rue Saint-Martin","Interdiction de stationnement, Chaussée rétrécie",Rue Saint-Martin,2025-08-04T08:00:00+00:00,2025-08-15T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.552045033, 47.469449455], 'type': 'Point'}, 'properties': {}}","{'lon': -0.552045033, 'lat': 47.469449455}"
100658,"Aménagement de trottoir et de voirie, rue Gabriel-Baron","Interdiction de stationnement, Circulation interdite, Déviation, Neutralisation de voie",Rue Gabriel-Baron,2025-08-05T08:00:00+00:00,2025-12-19T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.528312071, 47.489940682], 'type': 'Point'}, 'properties': {}}","{'lon': -0.528312071, 'lat': 47.489940682}"
91346,"Pose de palissades de chantier pour la construction de logement, traverse des Banchais et avenue Victor-Châtenay","Neutralisation de voie, Circulation interdite, Interdiction de stationnement",Traverse des Banchais (dans le sens square du grand Cornillé jusqu'à l'avenue Victor-Châtenay),2024-06-05T08:00:00+00:00,2025-12-19T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.515320699, 47.485220536], 'type': 'Point'}, 'properties': {}}","{'lon': -0.515320699, 'lat': 47.485220536}"
99051,"Extension du réseau de chaleur urbain, rue de la Traquette","Circulation interdite, Interdiction de stationnement, Neutralisation de voie piétonne",Rue de la Traquette (de la rue de la Meignanne à la rue Saint-Lazare),2025-06-02T08:00:00+00:00,2025-08-29T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.568553268, 47.479499134], 'type': 'Point'}, 'properties': {}}","{'lon': -0.568553268, 'lat': 47.479499134}"
99644,"Réseau d'Eaux Usées, boulevard Gaston-Ramon, boulevard Henri-Dunant, avenue Jean-Joxé, route de Briollay, rue de la Chalouère","Neutralisation de voie, Mesure libre circulation, Interdiction de stationnement, Limitation de vitesse, Chaussée rétrécie","Boulevard Gaston-Ramon, boulevard Henri-Dunant, avenue Jean-Joxé, route de Briollay, rue de la Chalouère",2025-06-30T08:00:00+00:00,2025-08-29T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.533223152, 47.485511965], 'type': 'Point'}, 'properties': {}}","{'lon': -0.533223152, 'lat': 47.485511965}"
99863,"Aménagement paysager, rue Gabriel-Baron","Interdiction de stationnement, Chaussée rétrécie",Rue Gabriel-Baron,2025-06-30T08:00:00+00:00,2025-12-31T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.528411034, 47.490018422], 'type': 'Point'}, 'properties': {}}","{'lon': -0.528411034, 'lat': 47.490018422}"
100370,"Réseau de chaleur urbain, square Flora-Tristan","Circulation interdite, Interdiction de stationnement",Square Flora-Tristan,2025-08-04T08:00:00+00:00,2025-09-12T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.598330283, 47.468477226], 'type': 'Point'}, 'properties': {}}","{'lon': -0.598330283, 'lat': 47.468477226}"
100438,"Tirage de fibre optique, boulevard Joseph-Bédier","Neutralisation de voie, Chaussée rétrécie",Boulevard Joseph-Bédier (du 72 à la rue du Château-d'Orgemont),2025-08-04T08:00:00+00:00,2025-08-22T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.545958281, 47.451656678], 'type': 'Point'}, 'properties': {}}","{'lon': -0.545958281, 'lat': 47.451656678}"
100482,"Aménagement, place monseigneur-Chappoulie, rue du chanoine-Urseau, rue du Parvis-Saint-Maurice, rue Saint-Christophe, place Freppel","Circulation interdite, Interdiction de stationnement","Place monseigneur-Chappoulie, rue du chanoine-Urseau, rue du Parvis-Saint-Maurice, rue Saint-Christophe, place Freppel",2025-07-31T08:00:00+00:00,2025-12-31T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.555476417, 47.471067864], 'type': 'Point'}, 'properties': {}}","{'lon': -0.555476417, 'lat': 47.471067864}"
97800,"Construction d'un commerce, place du Chapeau-de-Gendarme",Circulation interdite,Place du Chapeau-de-Gendarme,2025-04-10T08:00:00+00:00,2025-12-31T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.554558265, 47.451833611], 'type': 'Point'}, 'properties': {}}","{'lon': -0.554558265, 'lat': 47.451833611}"
99218,"Rénovation d'éclairage public, allée Kepler",Neutralisation de voie,Allée Kepler,2025-07-01T08:00:00+00:00,2025-08-18T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.600981116, 47.479385107], 'type': 'Point'}, 'properties': {}}","{'lon': -0.600981116, 'lat': 47.479385107}"
100187,"Réfection du réseau d'assainissement, rue La Bruyère, boulevard Albert-Camus","Interdiction de stationnement, Circulation interdite, Circulation alternée, Déviation, Chaussée rétrécie","Rue La Bruyère, boulevard Albert-Camus",2025-07-15T08:00:00+00:00,2025-09-12T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.576159954, 47.477652056], 'type': 'Point'}, 'properties': {}}","{'lon': -0.576159954, 'lat': 47.477652056}"
100248,"Réseau de chaleur urbain, rue Saumuroise","Interdiction de stationnement, Circulation interdite, Déviation",Rue Saumuroise (de la rue du haut-Pressoir au boulevard Jacques-Millot),2025-07-28T08:00:00+00:00,2025-08-29T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.534499884, 47.458446889], 'type': 'Point'}, 'properties': {}}","{'lon': -0.534499884, 'lat': 47.458446889}"
100147,"Travaux d'aménagement, rue de Pignerolles, rue de Quatrebarbes",Circulation interdite (sauf riverains et véhicules de livraison),"Rue de Pignerolles, rue de Quatrebarbes",2025-08-01T08:00:00+00:00,2025-08-31T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.560910632, 47.468879342], 'type': 'Point'}, 'properties': {}}","{'lon': -0.560910632, 'lat': 47.468879342}"
100235,"Aménagement du carrefour, Quai Ligny","Neutralisation de voie, Interdiction de tourner, Circulation interdite",Quai Ligny (bretelle du Pont Basse-Chaîne vers le boulevard Henri-Arnauld),2025-07-23T08:00:00+00:00,2025-08-29T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.561430723, 47.470871855], 'type': 'Point'}, 'properties': {}}","{'lon': -0.561430723, 'lat': 47.470871855}"
100466,"Curage de réseaux, avenue Victor-Châtenay","Interdiction de stationnement, Neutralisation de voie, Chaussée rétrécie",Avenue Victor-Châtenay (du 101 au 105),2025-07-31T08:00:00+00:00,2025-08-14T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.512888899, 47.486992232], 'type': 'Point'}, 'properties': {}}","{'lon': -0.512888899, 'lat': 47.486992232}"
96317,"Travaux de taille de pierre, passage de la Censerie","Circulation interdite, Interdiction de stationnement, Chaussée rétrécie",Passage de la Censerie,2025-03-03T08:00:00+00:00,2025-12-31T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.561794043, 47.475679643], 'type': 'Point'}, 'properties': {}}","{'lon': -0.561794043, 'lat': 47.475679643}"
95184,"Aménagement d'un bâtiment, quai Robert-Fèvre",Circulation interdite,Quai Robert-Fèvre,2025-01-01T08:00:00+00:00,2025-12-31T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.55863267, 47.473982322], 'type': 'Point'}, 'properties': {}}","{'lon': -0.55863267, 'lat': 47.473982322}"
97810,"Aménagement de la place Kennedy, place Kennedy, rue Toussaint","Interdiction de stationnement, Chaussée rétrécie","Place Kennedy, rue Toussaint",2025-04-11T08:00:00+00:00,2025-12-31T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.558104832, 47.469255886], 'type': 'Point'}, 'properties': {}}","{'lon': -0.558104832, 'lat': 47.469255886}"
99986,"Aménagement de voirie, rues autour de la place de l'Europe","Interdiction de stationnement, Circulation alternée, Neutralisation de voie, Chaussée rétrécie","Rue d'Osnabruck, rue de Normandie, rue de l'Écriture, boulevard Allonneau, passage Robert-Schuman, boulevard du maréchal-Lyautey, boulevard Gallieni",2025-07-04T08:00:00+00:00,2025-09-30T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.527011156, 47.487469509], 'type': 'Point'}, 'properties': {}}","{'lon': -0.527011156, 'lat': 47.487469509}"
100109,"Aménagement de la place Kennedy, rues de Pignerolles et de Quatrebarbes",Circulation interdite rues de Pignerolles et de Quatrebarbes (sauf riverains et livraison),Rues de Pignerolles et de Quatrebarbes,2025-07-10T08:00:00+00:00,2025-08-31T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.560910632, 47.468879342], 'type': 'Point'}, 'properties': {}}","{'lon': -0.560910632, 'lat': 47.468879342}"
100162,"Travaux d'aménagement, boulevard Gallieni, boulevard Lyautey, square du maréchal-Lyautey","Interdiction de stationnement, Neutralisation de voie, Circulation alternée, Chaussée rétrécie","Boulevard Gallieni, boulevard Lyautey, square du maréchal-Lyautey",2025-07-21T08:00:00+00:00,2025-09-30T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.529905693, 47.486652902], 'type': 'Point'}, 'properties': {}}","{'lon': -0.529905693, 'lat': 47.486652902}"
100220,"Réhabilitation du réseau d'Eaux Usées, boulevard Gaston-Ramon, boulevard Henri-Dunant, avenue Jean-Joxé, route de Briollay, rue de la Chalouère","Neutralisation de voie, Mesure libre circulation, Interdiction de stationnement, Limitation de vitesse, Chaussée rétrécie","Boulevard Gaston-Ramon, boulevard Henri-Dunant, avenue Jean-Joxé, route de Briollay, rue de la Chalouère",2025-07-16T08:00:00+00:00,2025-08-29T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.533266068, 47.485569968], 'type': 'Point'}, 'properties': {}}","{'lon': -0.533266068, 'lat': 47.485569968}"
100385,"Branchement pour le réseau de chaleur de l'école, rue Desmazières","Circulation interdite, Interdiction de stationnement",Rue Desmazières,2025-07-28T08:00:00+00:00,2025-08-15T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.535744429, 47.4613049], 'type': 'Point'}, 'properties': {}}","{'lon': -0.535744429, 'lat': 47.4613049}"
100524,"Extension du réseau de chaleur urbain, rue de la Meignanne","Neutralisation de voie, Chaussée rétrécie",Rue de la Meignanne (de la rue des Rêveries au boulevard Albert-Camus),2025-07-29T08:00:00+00:00,2025-08-15T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.576481819, 47.481806933], 'type': 'Point'}, 'properties': {}}","{'lon': -0.576481819, 'lat': 47.481806933}"
100574,"Aménagement du carrefour Kennedy/Académie, boulevard du général-de-Gaulle, boulevard du Roi-René","Interdiction de stationnement, Neutralisation de voie","Boulevard du général-de-Gaulle, boulevard du Roi-René",2025-07-31T08:00:00+00:00,2025-12-31T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.558384065, 47.468711601], 'type': 'Point'}, 'properties': {}}","{'lon': -0.558384065, 'lat': 47.468711601}"
100620,"Réhabilitation du réseau d'Eau Potable,  rue Paul-Langevin, rue de la Madeleine","Interdiction de stationnement, Chaussée rétrécie",Rue de la Madeleine (du 3 à la rue Paul-Langevin),2025-08-08T08:00:00+00:00,2025-08-29T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.544960499, 47.465149187], 'type': 'Point'}, 'properties': {}}","{'lon': -0.544960499, 'lat': 47.465149187}"
98427,"Extension du réseau de chaleur urbain, route d'Épinard et rue Barra","Interdiction de stationnement, Neutralisation de voie piétonne, Circulation interdite",Route d'Épinard (du mail Comte à la rue Barra) et rue Barra,2025-05-19T08:00:00+00:00,2025-09-05T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.565486885, 47.486140237], 'type': 'Point'}, 'properties': {}}","{'lon': -0.565486885, 'lat': 47.486140237}"
99302,"Aménagement du trottoir et de la piste cyclable, boulevard du général-de-Gaulle","Interdiction de stationnement, Neutralisation de voie (voie de droite et la voie de bus), Chaussée rétrécie",Boulevard du général-de-Gaulle,2025-06-20T08:00:00+00:00,2025-11-30T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.560238361, 47.469279669], 'type': 'Point'}, 'properties': {}}","{'lon': -0.560238361, 'lat': 47.469279669}"
96801,"Modification de la signalisation verticale, rue de la Poissonnerie, rue Baudrière","Mesure libre circulation, Interdiction de tourner, Double sens de circulation","Rue de la Poissonnerie, rue Baudrière",2025-06-30T08:00:00+00:00,2025-09-15T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.556397438, 47.472764397], 'type': 'Point'}, 'properties': {}}","{'lon': -0.556397438, 'lat': 47.472764397}"
99650,"Création de génie civil Télécom et déplacement de candélabres, rue François-Cevert","Circulation alternée, Interdiction de stationnement, Chaussée rétrécie",Rue François-Cevert,2025-07-07T08:00:00+00:00,2025-10-03T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.542539481, 47.443776899], 'type': 'Point'}, 'properties': {}}","{'lon': -0.542539481, 'lat': 47.443776899}"
99999,"Mise en oeuvre de réseaux de chauffage, rue Gabriel-Baron","Circulation interdite, Neutralisation de voie, Interdiction de stationnement, Chaussée rétrécie",Rue Gabriel-Baron,2025-07-07T08:00:00+00:00,2025-09-30T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.528443675, 47.490125733], 'type': 'Point'}, 'properties': {}}","{'lon': -0.528443675, 'lat': 47.490125733}"
99839,"Branchement électrique, rue de Flandre","Circulation alternée, Interdiction de stationnement, Neutralisation de voie, Chaussée rétrécie",Rue de Flandre (du 32 au 38),2025-07-21T08:00:00+00:00,2025-08-29T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.526659461, 47.48050104], 'type': 'Point'}, 'properties': {}}","{'lon': -0.526659461, 'lat': 47.48050104}"
100356,"Pose d'éclairage et de vidéo protection, rue de la Garelle, rue Gabriel-Baron","Interdiction de stationnement, Circulation interdite, Chaussée rétrécie","Rue de la Garelle, rue Gabriel-Baron",2025-07-26T08:00:00+00:00,2025-10-31T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.528291549, 47.489914224], 'type': 'Point'}, 'properties': {}}","{'lon': -0.528291549, 'lat': 47.489914224}"
100516,"Réhabilitation d'une copropriété, rue du Mail, rue des Aix","Interdiction de stationnement, Neutralisation de voie, Réservation de stationnement",Rue du Mail (du 48 au 52),2025-08-04T08:00:00+00:00,2025-10-30T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.551360288, 47.473762797], 'type': 'Point'}, 'properties': {}}","{'lon': -0.551360288, 'lat': 47.473762797}"
96183,"Construction d'un parking, rue de Quatrebarbes","Neutralisation de voie, Circulation alternée",Rue de Quatrebarbes,2025-03-10T08:00:00+00:00,2025-12-31T18:00:00+00:00,slow,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.560630886, 47.468741402], 'type': 'Point'}, 'properties': {}}","{'lon': -0.560630886, 'lat': 47.468741402}"
606417959,"Aménagement d'un itinéraire cyclable, avenue Patton",Circulation interdite,Avenue Patton (de la rue Georges-Morel au boulevard Victor-Beaussier),2025-07-15T08:00:00+00:00,2025-08-29T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.600922108, 47.473170511], 'type': 'Point'}, 'properties': {}}","{'lon': -0.600922108, 'lat': 47.473170511}"
98204,"Extension du réseau de chaleur urbain, route d'Epinard, rue de la Fauconnerie","Interdiction de stationnement, Neutralisation de voie, Circulation interdite","Route d'Épinard (du boulevard Lucie-et-Raymond-Aubrac au boulevard Jean-Moulin), rue de la Fauconnerie (de la rue Aoua-Keita à la route d'Épinard)",2025-05-12T08:00:00+00:00,2025-08-30T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.562974215, 47.492870501], 'type': 'Point'}, 'properties': {}}","{'lon': -0.562974215, 'lat': 47.492870501}"
99066,"Enfouissement des réseaux aériens, rue de la Maître-École","Circulation interdite, Interdiction de stationnement",Rue de la Maître-École,2025-06-04T08:00:00+00:00,2025-11-28T18:00:00+00:00,deviated,0241215400,info-travaux@ville.angers.fr,0,,,,,other,"{'type': 'Feature', 'geometry': {'coordinates': [-0.524861645, 47.46484605], 'type': 'Point'}, 'properties': {}}","{'lon': -0.524861645, 'lat': 47.46484605}"
